Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager
2025-06-18,East,Monitor,17,419.63,Store D,Wholesale,0,Alice,7133.71,Cash,SAVE10,0,REG100744,Cust 3045,17.4,2025-06-18,2025-06-24,Eric
2024-10-29,South,Laptop,2,267.36,Store B,Wholesale,0.05,Frank,507.984,Online,,0,REG100745,Cust 7020,21.36,2024-10-29,2024-11-07,Sophie
2025-04-08,Central,Phone,2,298.06,Store B,Wholesale,0,Alice,596.12,Debit Card,SAVE10,1,REG100746,Cust 1905,35.37,2025-04-08,2025-04-14,Cameron
2023-01-31,Central,Tablet,13,132.97,Store B,Wholesale,0.05,Frank,1642.1795,Debit Card,WINTER15,0,REG100747,Cust 4592,42.87,2023-01-31,2023-02-05,Cameron
2024-03-15,West,Chair,14,476.28,Store A,Wholesale,0.1,Eva,6001.128,Credit Card,FREESHIP,0,REG100748,Cust 5482,22.11,2024-03-15,2024-03-20,Wendy
2023-06-23,North,Tablet,16,294.88,Store B,Retail,0.05,Frank,4482.176,Cash,,1,REG100749,Cust 1947,17.19,2023-06-23,2023-06-27,Ryan
2024-06-14,North,Monitor,19,596.03,Store C,Retail,0.15,Eva,9625.8845,Debit Card,,0,REG100750,Cust 2801,31.95,2024-06-14,2024-06-23,Ryan
2023-11-30,West,Desk,6,182.4,Store B,Wholesale,0,Alice,1094.4,Online,FREESHIP,1,REG100751,Cust 8206,49.49,2023-11-30,2023-12-09,Wendy
2024-04-21,North,Laptop,10,400.95,Store C,Retail,0.05,Carlos,3809.025,Online,,0,REG100752,Cust 5277,17.46,2024-04-21,2024-04-30,Ryan
2023-08-06,East,Desk,7,373.66,Store B,Retail,0.05,Alice,2484.839,Gift Card,SAVE10,0,REG100753,Cust 8900,46.33,2023-08-06,2023-08-12,Eric
2024-06-21,West,Desk,7,355.66,Store C,Retail,0.15,Carlos,2116.177,Gift Card,FREESHIP,1,REG100754,Cust 9387,28.77,2024-06-21,2024-06-27,Wendy
2025-03-16,North,Tablet,12,260.31,Store C,Retail,0.1,Bob,2811.348,Cash,SAVE10,0,REG100755,Cust 7013,14.58,2025-03-16,2025-03-24,Ryan
2024-04-20,West,Tablet,10,370.99,Store B,Retail,0.15,Frank,3153.415,Online,SAVE10,1,REG100756,Cust 4868,11.16,2024-04-20,2024-04-25,Wendy
2024-12-20,East,Laptop,2,548.72,Store A,Wholesale,0.1,Frank,987.696,Credit Card,FREESHIP,1,REG100757,Cust 5239,26.35,2024-12-20,2024-12-29,Eric
2023-08-22,North,Printer,8,343.53,Store A,Wholesale,0,Frank,2748.24,Cash,,0,REG100758,Cust 4703,16.1,2023-08-22,2023-09-01,Ryan
2023-03-04,North,Tablet,13,494.78,Store A,Wholesale,0.15,Diana,5467.319,Cash,FREESHIP,0,REG100759,Cust 7224,5.85,2023-03-04,2023-03-13,Ryan
2024-06-24,North,Laptop,9,36.62,Store B,Wholesale,0.1,Eva,296.622,Debit Card,FREESHIP,1,REG100760,Cust 4751,29.9,2024-06-24,2024-07-01,Ryan
2024-12-09,East,Tablet,14,216.2,Store C,Wholesale,0,Diana,3026.8,Online,WINTER15,0,REG100761,Cust 1201,14.39,2024-12-09,2024-12-13,Eric
2024-07-04,West,Laptop,11,128.99,Store A,Retail,0.05,Diana,1347.9455,Debit Card,SAVE10,0,REG100762,Cust 9584,38.58,2024-07-04,2024-07-07,Wendy
2025-03-04,East,Phone,11,183.11,Store B,Retail,0.15,Frank,1712.0785,Gift Card,FREESHIP,0,REG100763,Cust 6980,41.83,2025-03-04,2025-03-06,Eric
2024-01-22,East,Printer,11,277.95,Store A,Retail,0.05,Frank,2904.5775,Gift Card,WINTER15,0,REG100764,Cust 2835,44.04,2024-01-22,2024-01-29,Eric
2025-03-12,East,Desk,14,554.08,Store A,Retail,0.05,Diana,7369.264,Cash,,0,REG100765,Cust 4286,36.72,2025-03-12,2025-03-21,Eric
2025-02-28,Central,Phone,15,23.32,Store A,Retail,0.05,Carlos,332.31,Debit Card,,0,REG100766,Cust 7876,25.27,2025-02-28,2025-03-03,Cameron
2024-05-23,East,Desk,4,20.96,Store D,Wholesale,0.05,Bob,79.648,Online,FREESHIP,1,REG100767,Cust 5926,33.67,2024-05-23,2024-05-31,Eric
2023-09-17,North,Desk,18,132.29,Store A,Wholesale,0.05,Diana,2262.159,Credit Card,,1,REG100768,Cust 4478,24.3,2023-09-17,2023-09-20,Ryan
2023-06-13,East,Phone,19,199.65,Store A,Retail,0.1,Carlos,3414.015,Cash,SAVE10,1,REG100769,Cust 4711,35.12,2023-06-13,2023-06-18,Eric
2025-05-31,West,Phone,16,307,Store A,Wholesale,0,Bob,4912,Debit Card,FREESHIP,0,REG100770,Cust 9227,11.99,2025-05-31,2025-06-02,Wendy
2023-10-11,East,Tablet,1,315.93,Store C,Retail,0.15,Alice,268.5405,Credit Card,SAVE10,0,REG100771,Cust 2830,43.2,2023-10-11,2023-10-14,Eric
2023-08-07,West,Printer,5,596.97,Store A,Retail,0,Eva,2984.85,Cash,SAVE10,0,REG100772,Cust 3767,14.43,2023-08-07,2023-08-14,Wendy
2023-12-03,North,Laptop,17,376.98,Store A,Retail,0.05,Carlos,6088.227,Debit Card,,1,REG100773,Cust 1561,38.48,2023-12-03,2023-12-05,Ryan
2024-08-01,Central,Printer,6,208.64,Store D,Retail,0.1,Frank,1126.656,Credit Card,FREESHIP,0,REG100774,Cust 8569,49.93,2024-08-01,2024-08-04,Cameron
2023-03-20,East,Chair,7,307.82,Store B,Wholesale,0,Eva,2154.74,Debit Card,WINTER15,1,REG100775,Cust 1254,14,2023-03-20,2023-03-27,Eric
2025-06-30,Central,Tablet,13,382.48,Store D,Retail,0.05,Eva,4723.628,Credit Card,WINTER15,0,REG100776,Cust 8556,7.59,2025-06-30,2025-07-04,Cameron
2025-02-05,South,Desk,9,188.03,Store B,Retail,0,Frank,1692.27,Cash,FREESHIP,0,REG100777,Cust 7204,11.44,2025-02-05,2025-02-07,Sophie
2024-05-19,East,Desk,17,238.17,Store D,Wholesale,0.15,Frank,3441.5565,Cash,FREESHIP,0,REG100778,Cust 7725,21.64,2024-05-19,2024-05-29,Eric
2023-03-04,North,Printer,10,450.71,Store B,Retail,0.1,Bob,4056.39,Gift Card,SAVE10,0,REG100779,Cust 9210,21.31,2023-03-04,2023-03-12,Ryan
2023-01-22,Central,Monitor,2,413.36,Store D,Retail,0.1,Alice,744.048,Online,SAVE10,1,REG100780,Cust 9085,41.69,2023-01-22,2023-01-24,Cameron
2023-03-20,South,Phone,20,536.71,Store B,Retail,0.15,Carlos,9124.07,Debit Card,SAVE10,0,REG100781,Cust 4937,41.42,2023-03-20,2023-03-25,Sophie
2024-06-05,West,Phone,5,206.42,Store D,Retail,0.05,Alice,980.495,Debit Card,WINTER15,0,REG100782,Cust 3606,35.51,2024-06-05,2024-06-13,Wendy
2024-07-09,East,Printer,4,256.83,Store A,Wholesale,0.15,Carlos,873.222,Cash,,1,REG100783,Cust 5865,44.72,2024-07-09,2024-07-17,Eric
2025-03-08,South,Monitor,1,247.04,Store C,Wholesale,0,Bob,247.04,Credit Card,FREESHIP,0,REG100784,Cust 7195,26.86,2025-03-08,2025-03-13,Sophie
2025-06-21,South,Tablet,3,583.38,Store B,Retail,0.15,Diana,1487.619,Cash,WINTER15,1,REG100785,Cust 6113,30.12,2025-06-21,2025-06-30,Sophie
2025-06-28,North,Tablet,13,341.38,Store C,Retail,0.15,Alice,3772.249,Cash,,0,REG100786,Cust 9878,18.2,2025-06-28,2025-07-01,Ryan
2025-04-05,West,Chair,19,267.03,Store D,Wholesale,0.15,Bob,4312.5345,Online,SAVE10,1,REG100787,Cust 3936,35.82,2025-04-05,2025-04-13,Wendy
2024-03-05,South,Printer,7,77.69,Store D,Wholesale,0,Carlos,543.83,Credit Card,SAVE10,0,REG100788,Cust 3937,41.89,2024-03-05,2024-03-12,Sophie
2024-03-09,East,Phone,20,312.43,Store C,Retail,0,Carlos,6248.6,Credit Card,SAVE10,0,REG100789,Cust 5262,28.11,2024-03-09,2024-03-11,Eric
2025-02-25,Central,Monitor,19,14.1,Store C,Wholesale,0.05,Carlos,254.505,Cash,FREESHIP,0,REG100790,Cust 3892,37.84,2025-02-25,2025-02-28,Cameron
2024-11-16,West,Tablet,17,266.83,Store D,Retail,0.05,Frank,4309.3045,Credit Card,WINTER15,0,REG100791,Cust 8826,32.52,2024-11-16,2024-11-23,Wendy
2024-08-01,South,Printer,20,248.11,Store D,Wholesale,0.05,Carlos,4714.09,Online,SAVE10,0,REG100792,Cust 1119,22.96,2024-08-01,2024-08-06,Sophie
2024-04-20,West,Chair,5,316.76,Store B,Retail,0.05,Alice,1504.61,Gift Card,FREESHIP,1,REG100793,Cust 2685,12.7,2024-04-20,2024-04-30,Wendy
2024-04-20,South,Laptop,2,169.62,Store C,Retail,0.1,Alice,305.316,Debit Card,,0,REG100794,Cust 5939,45.41,2024-04-20,2024-04-25,Sophie
2023-09-22,North,Laptop,19,35.38,Store A,Retail,0.15,Diana,571.387,Online,SAVE10,0,REG100795,Cust 1791,7.06,2023-09-22,2023-09-28,Ryan
2025-02-21,West,Chair,3,264.08,Store A,Retail,0.1,Diana,713.016,Online,,0,REG100796,Cust 8530,25.39,2025-02-21,2025-03-02,Wendy
2025-06-24,East,Tablet,5,137.56,Store C,Wholesale,0.15,Diana,584.63,Debit Card,SAVE10,0,REG100797,Cust 4522,6.45,2025-06-24,2025-07-01,Eric
2023-11-28,Central,Laptop,8,157.93,Store B,Retail,0.15,Diana,1073.924,Online,SAVE10,0,REG100798,Cust 9619,6.31,2023-11-28,2023-12-05,Cameron
2024-04-08,North,Desk,6,126.86,Store C,Wholesale,0.05,Eva,723.102,Debit Card,FREESHIP,0,REG100799,Cust 1637,35.49,2024-04-08,2024-04-17,Ryan
2025-01-07,North,Chair,15,240.05,Store C,Retail,0.05,Carlos,3420.7125,Credit Card,FREESHIP,0,REG100800,Cust 6914,14.31,2025-01-07,2025-01-14,Ryan
2023-02-24,South,Tablet,3,37.63,Store A,Wholesale,0.1,Carlos,101.601,Debit Card,FREESHIP,0,REG100801,Cust 5737,43.7,2023-02-24,2023-03-03,Sophie
2023-10-19,East,Chair,13,393.1,Store B,Wholesale,0.1,Alice,4599.27,Online,,0,REG100802,Cust 5301,12.64,2023-10-19,2023-10-26,Eric
2024-06-17,North,Chair,10,83.86,Store A,Wholesale,0.15,Alice,712.81,Credit Card,,0,REG100803,Cust 2524,41.11,2024-06-17,2024-06-21,Ryan
2023-06-21,Central,Desk,10,110.07,Store B,Wholesale,0,Frank,1100.7,Credit Card,,0,REG100804,Cust 8480,18.47,2023-06-21,2023-06-29,Cameron
2024-08-30,East,Phone,6,288.98,Store C,Wholesale,0.15,Diana,1473.798,Gift Card,,0,REG100805,Cust 2595,38.63,2024-08-30,2024-09-02,Eric
2025-01-03,Central,Desk,10,451.14,Store A,Retail,0,Bob,4511.4,Gift Card,FREESHIP,0,REG100806,Cust 7132,29.96,2025-01-03,2025-01-13,Cameron
2023-02-23,West,Printer,16,509.08,Store C,Wholesale,0,Carlos,8145.28,Online,FREESHIP,0,REG100807,Cust 4240,37.53,2023-02-23,2023-03-02,Wendy
2025-04-26,Central,Printer,4,582.73,Store D,Wholesale,0.05,Carlos,2214.374,Cash,WINTER15,0,REG100808,Cust 4644,44.26,2025-04-26,2025-04-29,Cameron
2023-06-08,South,Phone,9,115.24,Store B,Wholesale,0,Alice,1037.16,Credit Card,FREESHIP,0,REG100809,Cust 5133,8.28,2023-06-08,2023-06-14,Sophie
2023-03-16,North,Monitor,14,565.45,Store D,Wholesale,0.1,Eva,7124.67,Online,WINTER15,0,REG100810,Cust 1731,24.4,2023-03-16,2023-03-25,Ryan
2024-10-23,North,Phone,11,121.54,Store D,Wholesale,0,Carlos,1336.94,Credit Card,SAVE10,0,REG100811,Cust 3739,16.62,2024-10-23,2024-10-28,Ryan
2025-05-23,East,Printer,9,160.15,Store D,Retail,0.1,Alice,1297.215,Debit Card,,1,REG100812,Cust 3853,29.64,2025-05-23,2025-05-28,Eric
2023-05-06,East,Desk,14,175.66,Store B,Wholesale,0.05,Bob,2336.278,Cash,SAVE10,0,REG100813,Cust 6830,26.12,2023-05-06,2023-05-14,Eric
2024-08-15,South,Tablet,3,437.97,Store C,Wholesale,0.05,Eva,1248.2145,Cash,SAVE10,1,REG100814,Cust 5351,23.29,2024-08-15,2024-08-22,Sophie
2023-08-23,South,Printer,12,411.59,Store B,Wholesale,0.15,Diana,4198.218,Cash,FREESHIP,0,REG100815,Cust 5845,19.17,2023-08-23,2023-08-31,Sophie
2025-04-13,South,Laptop,1,163.29,Store B,Retail,0,Diana,163.29,Credit Card,WINTER15,0,REG100816,Cust 7004,21.15,2025-04-13,2025-04-22,Sophie
2024-06-11,Central,Desk,5,538.52,Store B,Wholesale,0.05,Alice,2557.97,Gift Card,,0,REG100817,Cust 4095,45.81,2024-06-11,2024-06-17,Cameron
2024-04-29,South,Phone,11,255.95,Store C,Wholesale,0.1,Alice,2533.905,Online,,0,REG100818,Cust 7833,21.99,2024-04-29,2024-05-04,Sophie
2023-03-27,South,Desk,7,290.22,Store A,Retail,0.1,Alice,1828.386,Cash,WINTER15,0,REG100819,Cust 5826,33.15,2023-03-27,2023-04-04,Sophie
2024-10-23,North,Chair,20,198.95,Store B,Retail,0.1,Diana,3581.1,Credit Card,,1,REG100820,Cust 9410,5.16,2024-10-23,2024-10-25,Ryan
2023-06-21,North,Printer,11,577.1,Store C,Retail,0.15,Frank,5395.885,Cash,SAVE10,0,REG100821,Cust 9397,13.16,2023-06-21,2023-06-28,Ryan
2023-05-12,Central,Printer,10,50.1,Store A,Wholesale,0.1,Bob,450.9,Cash,FREESHIP,1,REG100822,Cust 6665,23.43,2023-05-12,2023-05-19,Cameron
2024-10-20,Central,Printer,19,554.5,Store B,Retail,0.15,Carlos,8955.175,Online,,1,REG100823,Cust 2590,47.16,2024-10-20,2024-10-24,Cameron
2024-04-04,North,Laptop,14,117.31,Store A,Wholesale,0,Diana,1642.34,Online,WINTER15,0,REG100824,Cust 4599,41.24,2024-04-04,2024-04-07,Ryan
2025-01-12,Central,Tablet,3,193.98,Store A,Retail,0,Bob,581.94,Credit Card,WINTER15,0,REG100825,Cust 7166,27.53,2025-01-12,2025-01-16,Cameron
2023-07-24,South,Phone,20,386.86,Store A,Wholesale,0.05,Carlos,7350.34,Online,WINTER15,0,REG100826,Cust 6177,41.56,2023-07-24,2023-07-29,Sophie
2023-09-09,North,Chair,12,81.33,Store D,Wholesale,0,Carlos,975.96,Cash,SAVE10,1,REG100827,Cust 6229,30.73,2023-09-09,2023-09-13,Ryan
2024-04-20,East,Printer,5,550.65,Store A,Retail,0.15,Bob,2340.2625,Gift Card,,0,REG100828,Cust 2899,16.82,2024-04-20,2024-04-27,Eric
2025-02-06,West,Printer,4,473.91,Store A,Retail,0.05,Eva,1800.858,Credit Card,SAVE10,0,REG100829,Cust 5322,29.22,2025-02-06,2025-02-14,Wendy
2023-06-18,West,Tablet,19,25.22,Store C,Wholesale,0,Bob,479.18,Credit Card,,0,REG100830,Cust 7063,31.31,2023-06-18,2023-06-22,Wendy
2024-11-01,North,Phone,2,437.04,Store C,Wholesale,0,Frank,874.08,Credit Card,SAVE10,1,REG100831,Cust 7487,37.37,2024-11-01,2024-11-08,Ryan
2024-08-12,West,Desk,5,448.86,Store C,Wholesale,0.15,Frank,1907.655,Credit Card,SAVE10,1,REG100832,Cust 5481,21.22,2024-08-12,2024-08-21,Wendy
2025-04-08,Central,Phone,14,299.94,Store D,Retail,0,Carlos,4199.16,Gift Card,FREESHIP,0,REG100833,Cust 3150,21.04,2025-04-08,2025-04-17,Cameron
2024-07-20,Central,Laptop,8,224.18,Store B,Retail,0.15,Bob,1524.424,Debit Card,,0,REG100834,Cust 5099,36.9,2024-07-20,2024-07-26,Cameron
2023-02-17,West,Desk,6,327.69,Store D,Wholesale,0.05,Diana,1867.833,Cash,,0,REG100835,Cust 6615,22.34,2023-02-17,2023-02-21,Wendy
2024-07-02,East,Phone,8,432.27,Store D,Retail,0.05,Eva,3285.252,Cash,FREESHIP,1,REG100836,Cust 6924,20.64,2024-07-02,2024-07-04,Eric
2025-04-01,North,Monitor,4,249.98,Store C,Retail,0.15,Eva,849.932,Debit Card,SAVE10,0,REG100837,Cust 2411,49.08,2025-04-01,2025-04-04,Ryan
2025-06-02,South,Printer,14,194.31,Store C,Wholesale,0.15,Frank,2312.289,Debit Card,FREESHIP,0,REG100838,Cust 9648,15.3,2025-06-02,2025-06-09,Sophie
2024-11-21,West,Phone,5,69.29,Store C,Wholesale,0,Carlos,346.45,Credit Card,,0,REG100839,Cust 1974,20.83,2024-11-21,2024-11-29,Wendy
2024-01-10,South,Printer,15,306.91,Store A,Retail,0,Carlos,4603.65,Cash,FREESHIP,1,REG100840,Cust 9452,19.38,2024-01-10,2024-01-14,Sophie
2023-10-21,North,Desk,4,390.3,Store A,Retail,0.15,Diana,1327.02,Debit Card,,0,REG100841,Cust 4558,43.56,2023-10-21,2023-10-26,Ryan
2025-01-20,North,Phone,7,61.83,Store B,Retail,0,Diana,432.81,Online,WINTER15,0,REG100842,Cust 8811,25.49,2025-01-20,2025-01-22,Ryan
2024-11-09,West,Monitor,7,83.32,Store D,Wholesale,0.05,Carlos,554.078,Cash,FREESHIP,0,REG100843,Cust 7788,23.4,2024-11-09,2024-11-17,Wendy
2024-04-03,West,Monitor,4,563.06,Store D,Retail,0.05,Bob,2139.628,Cash,WINTER15,0,REG100844,Cust 2788,19.5,2024-04-03,2024-04-07,Wendy
2024-01-06,North,Phone,13,256.35,Store D,Wholesale,0.15,Alice,2832.6675,Cash,SAVE10,0,REG100845,Cust 6621,26.04,2024-01-06,2024-01-08,Ryan
2023-08-02,Central,Printer,9,303.26,Store A,Wholesale,0.05,Diana,2592.873,Debit Card,FREESHIP,0,REG100846,Cust 8575,17.01,2023-08-02,2023-08-05,Cameron
2023-11-26,North,Chair,9,440.48,Store A,Retail,0.15,Diana,3369.672,Gift Card,WINTER15,0,REG100847,Cust 8799,32.94,2023-11-26,2023-12-01,Ryan
2025-04-20,East,Desk,17,469.25,Store B,Wholesale,0.05,Bob,7578.3875,Credit Card,,0,REG100848,Cust 1699,45.76,2025-04-20,2025-04-26,Eric
2023-12-29,South,Chair,18,491.76,Store A,Wholesale,0.15,Eva,7523.928,Credit Card,SAVE10,0,REG100849,Cust 5606,37.49,2023-12-29,2024-01-05,Sophie
2025-01-08,Central,Chair,19,465.27,Store C,Retail,0.05,Diana,8398.1235,Credit Card,,0,REG100850,Cust 4933,44.95,2025-01-08,2025-01-10,Cameron
2024-05-06,East,Chair,18,343.68,Store B,Retail,0,Eva,6186.24,Gift Card,SAVE10,0,REG100851,Cust 9517,20.37,2024-05-06,2024-05-14,Eric
2024-09-15,North,Desk,14,472.51,Store D,Wholesale,0.05,Bob,6284.383,Gift Card,,0,REG100852,Cust 6740,13.54,2024-09-15,2024-09-20,Ryan
2023-02-07,West,Laptop,20,142.52,Store A,Retail,0.1,Eva,2565.36,Cash,FREESHIP,0,REG100853,Cust 1301,30.67,2023-02-07,2023-02-12,Wendy
2023-03-01,East,Phone,1,31.42,Store B,Retail,0.05,Bob,29.849,Credit Card,SAVE10,0,REG100854,Cust 1736,11.35,2023-03-01,2023-03-09,Eric
2024-05-08,North,Tablet,17,572.29,Store D,Retail,0.15,Eva,8269.5905,Online,SAVE10,1,REG100855,Cust 6864,44.99,2024-05-08,2024-05-12,Ryan
2024-06-06,East,Desk,18,333.6,Store A,Retail,0.1,Carlos,5404.32,Debit Card,FREESHIP,1,REG100856,Cust 5207,33.79,2024-06-06,2024-06-08,Eric
2023-04-29,North,Chair,9,90.87,Store D,Retail,0.15,Carlos,695.1555,Debit Card,WINTER15,0,REG100857,Cust 6525,26.56,2023-04-29,2023-05-08,Ryan
2023-09-20,Central,Tablet,9,588.59,Store D,Wholesale,0.05,Diana,5032.4445,Online,,0,REG100858,Cust 8298,42.3,2023-09-20,2023-09-22,Cameron
2024-11-08,South,Chair,18,153.28,Store B,Retail,0.05,Frank,2621.088,Online,WINTER15,1,REG100859,Cust 8204,33.71,2024-11-08,2024-11-13,Sophie
2023-03-22,North,Printer,17,194.97,Store A,Retail,0.15,Carlos,2817.3165,Gift Card,SAVE10,1,REG100860,Cust 4035,5.59,2023-03-22,2023-03-30,Ryan
2023-09-05,East,Monitor,5,367.61,Store C,Retail,0,Alice,1838.05,Credit Card,SAVE10,0,REG100861,Cust 1654,19.55,2023-09-05,2023-09-13,Eric
2023-02-26,East,Laptop,17,575.5,Store D,Retail,0.05,Alice,9294.325,Debit Card,FREESHIP,0,REG100862,Cust 1823,13.42,2023-02-26,2023-03-05,Eric
2024-11-26,West,Chair,3,229.45,Store D,Retail,0.15,Bob,585.0975,Debit Card,WINTER15,1,REG100863,Cust 1423,19.81,2024-11-26,2024-11-29,Wendy
2024-10-14,Central,Chair,3,391.63,Store C,Retail,0,Frank,1174.89,Debit Card,,1,REG100864,Cust 7282,25.36,2024-10-14,2024-10-17,Cameron
2023-05-29,Central,Laptop,15,67.35,Store D,Wholesale,0.1,Diana,909.225,Online,FREESHIP,0,REG100865,Cust 8437,24.85,2023-05-29,2023-06-03,Cameron
2024-03-22,Central,Laptop,6,453.86,Store B,Retail,0.15,Alice,2314.686,Credit Card,,0,REG100866,Cust 9508,45.32,2024-03-22,2024-03-31,Cameron
2023-04-22,South,Tablet,19,537.7,Store D,Wholesale,0,Bob,10216.3,Online,SAVE10,0,REG100867,Cust 1186,45.83,2023-04-22,2023-05-02,Sophie
2025-06-06,North,Phone,5,32.56,Store C,Retail,0.05,Diana,154.66,Cash,FREESHIP,0,REG100868,Cust 4362,46.73,2025-06-06,2025-06-12,Ryan
2023-01-25,Central,Laptop,2,196.7,Store A,Retail,0,Frank,393.4,Online,FREESHIP,0,REG100869,Cust 9388,35.84,2023-01-25,2023-01-29,Cameron
2023-09-08,South,Phone,12,369.45,Store D,Wholesale,0.1,Frank,3990.06,Credit Card,WINTER15,1,REG100870,Cust 4015,44.76,2023-09-08,2023-09-10,Sophie
2024-10-04,East,Tablet,12,181.96,Store D,Retail,0.15,Eva,1855.992,Gift Card,WINTER15,0,REG100871,Cust 6428,25.06,2024-10-04,2024-10-11,Eric
2025-04-06,East,Desk,3,32.07,Store D,Retail,0.15,Alice,81.7785,Online,WINTER15,1,REG100872,Cust 2570,43.18,2025-04-06,2025-04-08,Eric
2024-08-25,East,Laptop,15,39.93,Store A,Retail,0.15,Diana,509.1075,Debit Card,WINTER15,0,REG100873,Cust 5132,33.44,2024-08-25,2024-08-29,Eric
2024-03-06,North,Phone,7,374.43,Store A,Retail,0.15,Carlos,2227.8585,Cash,SAVE10,0,REG100874,Cust 4929,28.97,2024-03-06,2024-03-12,Ryan
2023-03-23,East,Printer,2,101.87,Store C,Wholesale,0,Diana,203.74,Cash,FREESHIP,0,REG100875,Cust 4018,28.63,2023-03-23,2023-03-26,Eric
2024-01-13,Central,Tablet,13,343.45,Store D,Wholesale,0.05,Alice,4241.6075,Gift Card,SAVE10,0,REG100876,Cust 8069,27.26,2024-01-13,2024-01-17,Cameron
2023-07-18,Central,Printer,15,144.11,Store C,Retail,0,Frank,2161.65,Gift Card,,0,REG100877,Cust 6741,28.51,2023-07-18,2023-07-24,Cameron
2025-02-23,West,Chair,18,403.68,Store A,Retail,0.15,Carlos,6176.304,Cash,FREESHIP,0,REG100878,Cust 8050,13.09,2025-02-23,2025-03-04,Wendy
2023-02-22,East,Printer,14,346.57,Store B,Retail,0.1,Carlos,4366.782,Debit Card,FREESHIP,0,REG100879,Cust 2434,36.83,2023-02-22,2023-03-02,Eric
2024-10-18,North,Printer,7,392.79,Store C,Wholesale,0,Eva,2749.53,Gift Card,WINTER15,0,REG100880,Cust 9089,45.85,2024-10-18,2024-10-28,Ryan
2023-10-26,West,Printer,16,70.83,Store B,Wholesale,0.05,Carlos,1076.616,Gift Card,,0,REG100881,Cust 1091,5.05,2023-10-26,2023-10-31,Wendy
2023-01-10,Central,Monitor,20,274.37,Store B,Retail,0.1,Eva,4938.66,Gift Card,WINTER15,0,REG100882,Cust 6138,12.28,2023-01-10,2023-01-14,Cameron
2024-03-19,Central,Desk,10,19.73,Store D,Retail,0.1,Carlos,177.57,Debit Card,,0,REG100883,Cust 6326,16.06,2024-03-19,2024-03-22,Cameron
2023-12-20,Central,Printer,10,465.72,Store B,Wholesale,0.05,Alice,4424.34,Online,FREESHIP,0,REG100884,Cust 1327,28.14,2023-12-20,2023-12-26,Cameron
2024-12-09,Central,Monitor,19,62.07,Store D,Retail,0.1,Diana,1061.397,Debit Card,FREESHIP,0,REG100885,Cust 8602,14.85,2024-12-09,2024-12-19,Cameron
2023-05-10,Central,Tablet,11,529.2,Store A,Wholesale,0.05,Bob,5530.14,Credit Card,,1,REG100886,Cust 9131,16.78,2023-05-10,2023-05-20,Cameron
2023-10-18,South,Monitor,7,387.31,Store A,Retail,0.1,Bob,2440.053,Cash,WINTER15,0,REG100887,Cust 6716,14.76,2023-10-18,2023-10-21,Sophie
2024-12-03,South,Phone,1,152.75,Store A,Wholesale,0,Bob,152.75,Credit Card,FREESHIP,1,REG100888,Cust 2071,9.61,2024-12-03,2024-12-06,Sophie
2024-10-10,South,Chair,8,72.48,Store A,Wholesale,0.1,Carlos,521.856,Debit Card,,1,REG100889,Cust 4472,26.92,2024-10-10,2024-10-17,Sophie
2024-06-03,East,Phone,4,194.09,Store D,Wholesale,0.1,Eva,698.724,Credit Card,WINTER15,0,REG100890,Cust 3899,26.35,2024-06-03,2024-06-07,Eric
2025-03-26,South,Phone,3,159.3,Store B,Wholesale,0.05,Eva,454.005,Credit Card,SAVE10,1,REG100891,Cust 9467,45.34,2025-03-26,2025-03-29,Sophie
2024-04-26,North,Monitor,4,303.37,Store A,Retail,0.1,Carlos,1092.132,Gift Card,WINTER15,0,REG100892,Cust 3824,30.19,2024-04-26,2024-05-01,Ryan
2023-05-05,West,Chair,16,541.96,Store C,Retail,0.1,Eva,7804.224,Cash,SAVE10,1,REG100893,Cust 3511,9.93,2023-05-05,2023-05-13,Wendy
2023-09-23,West,Desk,7,41.57,Store D,Retail,0,Carlos,290.99,Online,,0,REG100894,Cust 3356,16.59,2023-09-23,2023-09-29,Wendy
2025-03-08,South,Monitor,16,217.74,Store A,Wholesale,0.15,Frank,2961.264,Cash,FREESHIP,1,REG100895,Cust 2840,25.11,2025-03-08,2025-03-15,Sophie
2023-01-17,North,Printer,15,19.17,Store A,Wholesale,0,Carlos,287.55,Gift Card,FREESHIP,1,REG100896,Cust 3811,48.93,2023-01-17,2023-01-27,Ryan
2023-04-29,Central,Monitor,15,293.34,Store D,Retail,0.1,Eva,3960.09,Credit Card,WINTER15,0,REG100897,Cust 9960,21.03,2023-04-29,2023-05-01,Cameron
2025-02-16,South,Printer,18,204.58,Store C,Retail,0.1,Diana,3314.196,Cash,,0,REG100898,Cust 5906,16.04,2025-02-16,2025-02-22,Sophie
2023-06-05,East,Printer,15,324.58,Store A,Retail,0.15,Diana,4138.395,Debit Card,,0,REG100899,Cust 6579,24.57,2023-06-05,2023-06-09,Eric
2023-08-28,South,Phone,11,393.61,Store D,Wholesale,0.05,Frank,4113.2245,Debit Card,WINTER15,0,REG100900,Cust 1756,32.57,2023-08-28,2023-09-06,Sophie
2023-08-01,North,Printer,8,141.28,Store D,Wholesale,0.05,Frank,1073.728,Online,FREESHIP,0,REG100901,Cust 8150,28.69,2023-08-01,2023-08-10,Ryan
